-------------------------------------------------------------------
  Nuclide     Energy   Intensity  Decay   Half-life   Effective    
 55-Cs-134     847.0     3.E-04   EC      2.0652   Y          N/A  
 53-I -134     847.02     95.7    B-      52.5     M     2.11E-04  
 54-Xe-134     847.02    100.     IT      290     MS     2.39E+00  
 41-Nb-102     847.4       --     B-      1.3      S          N/A  
 44-Ru-107     847.93      5.3    B-      3.75     M     1.63E-04  
 30-Zn- 58     848.        9.6    EC      86      MS     7.74E-01  
 54-Xe-137     848.95      0.62   B-      3.818    M     1.88E-05  
 27-Co- 52     849.43     99.98   EC      115     MS     6.03E+00  
 43-Tc- 94     849.74     95.7    EC      293      M     3.77E-05  
 84-Po-205     849.8      25.52   EC      1.74     H     2.82E-05  
 43-Tc- 96     849.86     97.57   EC      4.28     D     1.83E-06  
 43-Tc- 86     850.        --     IT      1.11    US          N/A  
 24-Cr- 57     850.2       8.16   B-      21.1     S     2.68E-03  
 52-Te-111     851.     *100.     EC      26.2     S   * 2.65E-02  
 17-Cl- 44     852.77   * 60.8    B-      0.56     S   * 7.53E-01  
 67-Ho-169     852.9      11.3    B-      4.72     M     2.77E-04  
 59-Pr-150     852.91      6.08   B-      6.19     S     6.81E-03  
 65-Tb-142     853.1       2.42   EC      597     MS     2.81E-02  
 89-Ac-216     853.5       --     Alpha   441     US          N/A  
 49-In-133     853.7       0.21   B-      165     MS     8.82E-03  
" 49-In-134     853.7       1.72   B-,N    140     MS     8.52E-02  "
 91-Pa-237     853.7      34.1    B-      8.7      M     4.53E-04  
 83-Bi-192     853.8    *100.     EC      --           *      N/A  
 83-Bi-197     854.5    *100.     EC      9.33     M   * 1.24E-03  
 65-Tb-166     857.0      19.24   B-      25.1     S     5.31E-03  
 48-Cd-128     857.05     72.2    B-      0.34     S     1.47E+00  
 61-Pm-136     857.2    *234.     EC      --           *      N/A  
 61-Pm-136     858.0      31.42   EC      107      S     2.04E-03  
 39-Y - 83     858.7       3.21   B+      7.08     M     5.24E-05  
 61-Pm-149     859.46      0.11   B-      53.08    H     3.99E-09  
" 36-Kr- 73     860.        --     EC,P    27.3     S          N/A  "
 70-Yb-163     860.28     24.     EC      11.05    M     2.51E-04  
 30-Zn- 78     860.30     24.54   B-      1.47     S     1.16E-01  
 73-Ta-170     860.4       7.36   EC      6.76     M     1.26E-04  
 54-Xe-134     860.6       --     IT      5       US          N/A  
 29-Cu- 67     860.9     100.     IT      2.4     NS     2.89E+08  
 49-In-102     861.0     100.     EC      23.3     S     2.97E-02  
 49-In-106     861.1       9.18   EC      5.2      M     2.04E-04  
 49-In-106     861.1      89.73   EC      6.2      M     1.67E-03  
 80-Hg-193     861.11     12.42   EC      3.80     H     6.29E-06  
 51-Sb-117     861.35      0.31   EC      2.80     H     2.13E-07  
 20-Ca- 51     861.6      34.5    B-      10.0     S     2.39E-02  
 49-In-117     861.6       0.02   B-      116.2    M     1.99E-08  
 99-Es-256     861.8      49.15   B-      7.6      H     1.25E-05  
 62-Sm-159     861.97     18.22   B-      11.37    S     1.11E-02  
 35-Br- 72     862.0      70.2    EC      78.6     S     6.19E-03  
 61-Pm-136     862.2    * 28.     EC      47       S   * 4.13E-03  
 47-Ag- 98     862.8     100.     EC      47.5     S     1.46E-02  
 10-Ne- 28     863.        4.4    B-      18.9    MS     1.61E+00  
 49-In-120     863.64     35.02   B-      46.2     S     5.25E-03  
 27-Co- 58     863.95      0.69   EC      70.86    D     7.81E-10  
 52-Te-133     863.96     15.64   B-      55.4     M     3.26E-05  
 45-Rh- 92     865.        --     EC      2.9      S          N/A  
 91-Pa-237     865.0      15.69   B-      8.7      M     2.08E-04  
 43-Tc-102     865.5       0.87   B-      5.28     S     1.14E-03  
 30-Zn- 79     865.80     23.4    B-      0.995    S     1.63E-01  
" 31-Ga- 84     867.        --     B-,N    85      MS          N/A  "
 83-Bi-197     867.2    * 86.7    EC      9.33     M   * 1.07E-03  
 93-Np-232     867.2      24.91   EC      14.7     M     1.96E-04  
 31-Ga- 83     867.4       --     B-      308.1   MS          N/A  
 31-Ga- 82     867.46   * 13.4    B-      0.599    S   * 1.55E-01  
 83-Bi-213     868.0       0.01   Alpha   45.59    M     2.53E-08  
 38-Sr- 85     868.06      0.01   EC      64.84    D     1.24E-11  
" 35-Br- 89     868.6   <   0.48   B-,N    4.40     S  <  7.56E-04  "
 26-Fe- 52     869.9      93.     EC      45.9     S     1.40E-02  
 52-Te-135     870.3       5.83   B-      19.0     S     2.13E-03  
  7-N - 17     870.71      3.3    B-      4.173    S     5.48E-03  
 41-Nb- 94     871.        0.5    B-      6.263    M     9.22E-06  
 82-Pb-195     871.0    *  3.8    EC      15       M   * 2.93E-05  
 43-Tc- 94     871.05     94.2    EC      52.0     M     2.09E-04  
 43-Tc- 94     871.05     99.9    EC      293      M     3.94E-05  
 41-Nb- 94     871.09      --     B-      2.03E+4  Y          N/A  
 30-Zn- 69     871.7     3.E-04   B-      56.4     M          N/A  
 32-Ge- 69     871.98     11.88   EC      39.05    H     5.86E-07  
 50-Sn-134     872.1       6.     B-      1.050    S     3.96E-02  
 84-Po-205     872.4      36.99   EC      1.74     H     4.09E-05  
 67-Ho-154     873.3      12.15   EC      11.76    M     1.19E-04  
 47-Ag-106     873.46      0.2    EC      23.96    M     9.64E-07  
 60-Nd-134     874.        6.3    IT      410     US     1.07E+02  
 29-Cu- 70     874.33      8.22   B-      6.6      S     8.63E-03  
 30-Zn- 79     874.4      12.48   B-      0.995    S     8.69E-02  
 10-Ne- 24     874.41      7.9    B-      3.38     M     2.70E-04  
 57-La-135     874.51      0.16   EC      19.5     H     1.58E-08  
 76-Os-185     874.81      6.29   EC      93.6     D     5.39E-09  
" 53-I -139     875.2       0.46   B-,N    2.280    S     1.40E-03  "
 53-I -138     875.23      9.24   B-      6.23     S     1.03E-02  
 53-I -133     875.33      4.51   B-      20.8     H     4.17E-07  
 49-In-108     875.4     100.01   EC      58.0     M     1.99E-04  
 29-Cu- 62     875.71      0.15   EC      9.673    M     1.79E-06  
 38-Sr- 93     875.73     24.48   B-      7.423    M     3.81E-04  
 25-Mn- 62     877.3      96.     B-      671     MS     9.92E-01  
 69-Tm-148     877.4    * 72.     EC      0.7      S   * 7.13E-01  
 29-Cu- 59     878.00     11.4    EC      81.5     S     9.70E-04  
 49-In-104     878.1      29.4    EC      1.80     M     1.89E-03  
 14-Si- 36     878.2      44.2    B-      0.45     S     6.81E-01  
 82-Pb-195     878.40     24.2    EC      15.0     M     1.86E-04  
 45-Rh- 97     878.80      9.03   EC      30.7     M     3.40E-05  
 65-Tb-160     879.38     30.1    B-      72.3     D     3.34E-08  
 67-Ho-160     879.39   *126.     EC      --           *      N/A  
  6-C - 18     879.7      18.7    B-      92      MS     1.41E+00  
 23-V - 58     879.7      62.     B-      191     MS     2.25E+00  
 95-Am-236     879.7      30.4    EC      3.6      M     9.76E-04  
 53-I -126     879.88      0.74   B-      12.93    D     4.59E-09  
 59-Pr-151     880.0       5.1    B-      18.90    S     1.87E-03  
 71-Lu-157     880.5       --     EC      4.79     S          N/A  
 76-Os-185     880.52      5.17   EC      93.6     D     4.43E-09  
 23-V - 55     880.61     18.08   B-      6.54     S     1.92E-02  
100-Fm-251     880.8       2.19   EC      5.30     H     7.96E-07  
 82-Pb-206     880.98     66.64   IT      125     US     3.70E+03  
 52-Te-111     881.     * 92.     EC      26.2     S   * 2.43E-02  
 83-Bi-206     881.01     66.23   EC      6.243    D     8.51E-07  
 35-Br- 84     881.6      41.6    B-      31.76    M     1.51E-04  
 35-Br- 84     881.6      98.     B-      6.0      M     1.89E-03  
 37-Rb- 84     881.60     68.9    EC      32.82    D     1.68E-07  
 39-Y - 83     882.1       6.3    B+      7.08     M     1.03E-04  
 26-Fe- 65     882.50     59.9    B-      0.81     S     5.13E-01  
 63-Eu-141     882.9       0.54   EC      2.7      S     1.39E-03  
 60-Nd-141     883.1       2.55   EC      62.0     S     2.85E-04  
 82-Pb-195     883.1    * 10.6    EC      15       M   * 8.16E-05  
 91-Pa-234     883.24     10.04   B-      6.70     H     2.89E-06  
 67-Ho-147     883.9    * 33.     B+      5.8      S   * 3.94E-02  
 84-Po-204     883.96     34.27   EC      3.519    H     1.88E-05  
 53-I -134     884.09     65.08   B-      52.5     M     1.43E-04  
 54-Xe-134     884.09    100.     IT      290     MS     2.39E+00  
 54-Xe-134     884.3       --     IT      5       US          N/A  
 49-In-110     884.67     92.88   EC      4.9      H     3.65E-05  
 47-Ag-110     884.68     72.72   B-      249.76   D     2.34E-08  
 35-Br- 78     884.7       0.07   EC      6.45     M     1.25E-06  
 29-Cu- 70     884.88     49.4    B-      33       S     1.04E-02  
 29-Cu- 70     884.88     87.42   B-      6.6      S     9.18E-02  
 29-Cu- 70     884.88    100.     B-      44.5     S     1.56E-02  
" 11-Na- 34     885.        --     B-,2N   5.5     MS          N/A  "
 53-I -134     885.        2.3    B-      3.52     M     7.55E-05  
" 11-Na- 33     885.3      18.8    B-,N    8.2     MS     1.59E+01  "
 31-Ga- 75     885.4    * 11.1    B-      126      S   * 6.11E-04  
 11-Na- 32     885.5      62.     B-      12.9    MS     3.33E+01  
 61-Pm-141     886.22      2.44   EC      20.90    M     1.35E-05  
 51-Sb-114     887.57     17.67   B+      3.49     M     5.85E-04  
 38-Sr- 93     888.13     22.1    B-      7.423    M     3.44E-04  
 65-Tb-162     888.20     38.69   B-      7.60     M     5.88E-04  
 95-Am-240     888.85     24.75   EC      50.8     H     9.38E-07  
 23-V - 46     889.      4.E-03   B+      422.50  MS          N/A  
 21-Sc- 46     889.28     99.98   B-      83.79    D     9.57E-08  
 30-Zn- 78     889.9      96.     IT      319     NS     2.09E+06  
 84-Po-201     890.1      20.52   EC      15.6     M     1.52E-04  
 29-Cu- 78     890.7    * 56.     B-      335     MS   * 1.16E+00  
 77-Ir-180     890.7      11.58   EC      1.5      M     8.92E-04  
 44-Ru- 94     891.2      24.82   EC      51.8     M     5.54E-05  
 97-Bk-244     891.5    *114.     EC      4.35     H   * 5.05E-05  
" 26-Fe- 47     892.1      67.18   EC,P    21.9    MS     2.13E+01  "
 80-Hg-208     892.3    *100.     B-      41       M   * 2.82E-04  
 85-At-211     892.4   ~ 1.E-04   Alpha   7.214    H  ~       N/A  
 25-Mn- 46     892.5      25.     EC      36.2    MS     4.79E+00  
 44-Ru- 91     892.9    * 15.     EC      9        S   * 1.16E-02  
 83-Bi-203     893.5       9.84   IT      305     MS     2.24E-01  
 84-Po-203     893.5      18.68   EC      36.7     M     5.88E-05  
 63-Eu-145     893.73     65.7    EC      5.93     D     8.89E-07  
 84-Po-215     894.        --     Alpha   1.781   MS          N/A  
 59-Pr-127     894.1       --     B+      4.2      S          N/A  
 91-Pa-232     894.35     19.62   B-      1.31     D     1.20E-06  
 55-Cs-130     894.5       0.39   EC      29.21    M     1.54E-06  
 52-Te-110     894.8       --     EC      18.6     S          N/A  
 56-Ba-142     895.2      13.86   B-      10.6     M     1.51E-04  
 68-Er-173     895.2      53.76   B-      1.4      M     4.44E-03  
 71-Lu-168     896.26     16.53   EC      6.7      M     2.85E-04  
 84-Po-209     896.6       0.47   EC      102      Y     1.01E-12  
 83-Bi-203     896.9      13.23   EC      11.76    H     2.17E-06  
 63-Eu-158     897.61     12.36   B-      45.9     M     3.11E-05  
 81-Tl-207     897.77      0.26   B-      4.77     M     6.30E-06  
 84-Po-211     897.78      1.65   Alpha   25.2     S     4.54E-04  
 84-Po-211     897.8       0.55   Alpha   0.516    S     7.39E-03  
 95-Am-244     897.85     28.     B-      10.1     H     5.34E-06  
 37-Rb- 88     898.03     14.68   B-      17.773   M     9.54E-05  
 39-Y - 88     898.04     93.68   B+      106.626  D     7.05E-08  
 38-Sr-100     898.50     18.92   B-      202     MS     6.49E-01  
 50-Sn-132     899.04     44.41   B-      39.7     S     7.75E-03  
 82-Pb-204     899.15     99.17   IT      66.93    M     1.71E-04  
 83-Bi-204     899.15     99.2    EC      11.22    H     1.70E-05  
 19-K - 42     899.7       0.05   B-      12.360   H     7.79E-09  
 22-Ti- 54     900.00      --     B-      1.5      S          N/A  
 69-Tm-162     900.7       4.02   EC      24.3     S     1.15E-03  
 71-Lu-172     900.72     29.81   EC      6.70     D     3.57E-07  
 29-Cu- 70     901.7      25.19   B-      33       S     5.29E-03  
 29-Cu- 70     901.7      99.7    B-      44.5     S     1.55E-02  
 15-P - 36     901.8      70.4    B-      5.6      S     8.71E-02  
 51-Sb-125     902.        --     IT      25      US          N/A  
 75-Re-180     902.79     90.     EC      2.44     M     4.26E-03  
 75-Re-184     903.28     38.1    EC      35.4     D     8.63E-08  
 67-Ho-171     903.3    *100.     B-      53       S   * 1.31E-02  
 15-P - 41     903.5       --     B-      150     MS          N/A  
 15-P - 40     903.68     63.     B-      150     MS     2.91E+00  
 64-Gd-139     903.8       --     B+      4.8      S          N/A  
 84-Po-201     904.2      11.24   EC      15.6     M     8.32E-05  
 36-Kr- 89     904.27      7.22   B-      3.15     M     2.65E-04  
 51-Sb-108     904.8    * 26.     B+      7.4      S   * 2.44E-02  
 59-Pr-134     904.8    *100.     EC      11       M   * 1.05E-03  
 47-Ag- 94     905.3    * 96.5    EC      0.55     S   * 1.22E+00  
 49-In-129     906.7       3.76   B-      1.23     S     2.12E-02  
 57-La-130     908.0      17.01   EC      8.7      M     2.26E-04  
 55-Cs-140     908.25      8.69   B-      63.7     S     9.46E-04  
 29-Cu- 78     908.3   <* 20.     B-      335     MS  <* 4.14E-01  
 30-Zn- 78     908.3     102.     IT      319     NS     2.22E+06  
 49-In-126     908.58     99.     B-      1.64     S     4.18E-01  
 83-Bi-203     908.6      88.56   IT      305     MS     2.01E+00  
 84-Po-203     908.6      54.94   EC      36.7     M     1.73E-04  
 38-Sr- 89     908.96    1.E-02   B-      50.53    D          N/A  
 39-Y - 89     908.96     99.16   IT      15.663   S     4.39E-02  
 40-Zr- 89     909.15     99.04   EC      78.41    H     2.43E-06  
 27-Co- 61     909.2       3.62   B-      1.650    H     4.22E-06  
 54-Xe-141     909.23     24.     B-      1.73     S     9.62E-02  
 51-Sb-121     909.8    *100.     IT      179     US   * 3.87E+03  
 30-Zn- 71     910.3       7.84   B-      2.45     M     3.70E-04  
 30-Zn- 73     910.5       1.91   B-      23.5     S     5.63E-04  
 32-Ge- 67     911.2       3.09   EC      18.9     M     1.89E-05  
 89-Ac-228     911.20     25.8    B-      6.15     H     8.08E-06  
 91-Pa-228     911.20     23.03   EC      22       H     2.02E-06  
 39-Y - 97     911.4      71.29   IT      142     MS     3.48E+00  
 82-Pb-204     911.74     91.5    IT      66.93    M     1.58E-04  
 84-Po-207     911.77     16.98   EC      5.80     H     5.64E-06  
 53-I -133     912.      100.     IT      9        S     7.70E-02  
 77-Ir-182     912.1       8.6    EC      15.0     M     6.62E-05  
 40-Zr-101     912.2       3.54   B-      2.3      S     1.07E-02  
 41-Nb- 92     912.6       1.78   EC      10.15    D     1.41E-08  
 52-Te-133     912.67     55.27   B-      55.4     M     1.15E-04  
 77-Ir-187     912.86      4.26   EC      10.5     H     7.81E-07  
 50-Sn-129     913.5       5.51   B-      2.23     M     2.85E-04  
 39-Y - 85     913.89      9.     B+      2.68     H     6.47E-06  
 30-Zn- 59     914.2       1.1    EC      182.0   MS     4.19E-02  
 43-Tc- 88     914.23      --     EC      5.8      S          N/A  
 43-Tc- 88     914.23      --     EC      6.4      S          N/A  
" 31-Ga- 81     914.3   <   0.16   B-,N    1.217    S  <  9.11E-04  "
 51-Sb-129     914.6      20.04   B-      4.40     H     8.77E-06  
 79-Au-187     914.6       3.89   EC      8.3      M     5.41E-05  
 39-Y - 96     914.8      58.96   B-      9.6      S     4.26E-02  
 41-Nb- 86     914.81   * 79.9    EC      --           *      N/A  
 55-Cs-124     914.84      4.7    EC      30.8     S     1.06E-03  
 61-Pm-148     914.85     11.46   B-      5.368    D     1.71E-07  
" 42-Mo- 87     915.        3.75   EC,P    13.4     S     1.94E-03  "
 27-Co- 70     916.     * 30.     B-      119     MS   * 1.75E+00  
" 49-In-100     916.        --     EC,P    5.9      S          N/A  "
 60-Nd-139     916.9       1.52   EC      29.7     M     5.91E-06  
 87-Fr-211     918.     * 11.     EC      3.10     M   * 4.10E-04  
 91-Pa-230     918.50      8.31   EC      17.4     D     3.83E-08  
 95-Am-238     918.7      22.96   EC      98       M     2.71E-05  
 39-Y - 94     918.74     56.     B-      18.7     M     3.46E-04  
 35-Br- 85     919.06      0.65   B-      2.90     M     2.59E-05  
 73-Ta-184     920.93     31.97   B-      8.7      H     7.08E-06  
